Time,Global Solar,Generic flat plate PV Solar Altitude,Generic flat plate PV Solar Azimuth,Generic flat plate PV Angle of Incidence,Generic flat plate PV Incident Solar,Generic flat plate PV Power Output,AC Primary Load,AC Primary Load Served,Generic Medium Genset (size-your-own) Power Output,Generic Medium Genset (size-your-own) Operating Status,Generic Medium Genset (size-your-own) Fuel,Total Electrical Load Served,Renewable Penetration,Excess Electrical Production,Unmet Electrical Load,Capacity Shortage,Total Renewable Power Output,Inverter Power Input,Inverter Power Output,Rectifier Power Input,Rectifier Power Output,Generic 1kWh Li-Ion Maximum Charge Power,Generic 1kWh Li-Ion Maximum Discharge Power,Generic 1kWh Li-Ion Charge Power,Generic 1kWh Li-Ion Discharge Power,Generic 1kWh Li-Ion Input Power,Generic 1kWh Li-Ion Energy Content,Generic 1kWh Li-Ion State of Charge,Generic 1kWh Li-Ion Energy Cost,AC Required Operating Capacity,DC Required Operating Capacity,AC Operating Capacity,DC Operating Capacity
1/1/2007 12:00:00 AM,0,0,6.329071,90,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,318.7582,0,0,0,420.0009,100,0,0,0,0,318.7582
1/1/2007 1:00:00 AM,0,0,-40.63449,90,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,318.7582,0,0,0,420.0009,100,0,0,0,0,318.7582
1/1/2007 2:00:00 AM,0,0,-59.18059,90,0,0,32.21822,32.21822,0,-1,0,32.21822,0,0,0,0,0,33.91391,32.21822,0,0,0,318.7582,0,33.91391,-33.91391,384.2524,91.48849,0,35.44004,0,0,318.7582
1/1/2007 3:00:00 AM,0,0,-65.89561,90,0,0,59.26393,59.26393,0,-1,0,59.26393,0,0,0,0,0,62.38309,59.26393,0,0,37.68213,284.8443,0,62.38309,-62.38309,318.4949,75.83196,0,65.19032,0,0,284.8443
1/1/2007 4:00:00 AM,0,0,-68.29882,90,0,0,59.86266,59.86266,0,-1,0,59.86266,0,0,7.105427E-15,0,0,63.01332,59.86266,0,0,106.9967,222.4612,0,63.01332,-63.01332,252.073,60.01727,0,65.84892,0,0,222.4612
1/1/2007 5:00:00 AM,0,0,-68.56945,90,0,0,54.68809,54.68809,0,0,0,54.68809,0,0,7.105427E-15,0,0,57.56641,54.68809,0,0,177.0115,159.4479,0,57.56641,-57.56641,191.3927,45.5696,0,60.1569,0,0,159.4479
1/1/2007 6:00:00 AM,0.0008882491,0,-67.38521,90,0,0,18.43086,18.43086,0,0,0,18.43086,0,0,0,0,0,19.40091,18.43086,0,0,240.9742,101.8815,0,19.40091,-19.40091,170.9423,40.70047,0,20.27395,0,0,101.8815
1/1/2007 7:00:00 AM,0.06397346,8.503396,-64.83955,77.75762,0.06572942,7.203945,19.78765,19.78765,0,0,0,19.78765,36.40627,0,0,0,7.203945,20.82911,19.78765,0,0,262.5307,82.48058,0,13.62516,-13.62516,156.5802,37.28091,0,21.76642,5.763156,0,89.68452
1/1/2007 8:00:00 AM,0.1468058,21.68848,-60.63478,64.11838,0.1475045,16.16649,20.27741,20.27741,0,0,0,20.27741,79.72659,0,0,0,16.16649,21.34464,20.27741,0,0,277.6698,68.85542,0,5.178156,-5.178156,151.1219,35.98133,0,22.30515,12.93319,0,85.02191
1/1/2007 9:00:00 AM,0.2838784,34.18584,-54.00429,50.85844,0.2876509,31.52654,42.09542,42.09542,0,-1,0,42.09542,74.89302,0,0,0,31.52654,44.31097,42.09542,0,0,283.4233,63.67726,0,12.78444,-12.78444,137.6459,32.77277,0,46.30497,25.22123,0,95.2038
