Time,Global Solar,Generic flat plate PV Solar Altitude,Generic flat plate PV Solar Azimuth,Generic flat plate PV Angle of Incidence,Generic flat plate PV Incident Solar,Generic flat plate PV Power Output,Generic flat plate PV Cell Temperature,Ambient Temperature,AC Primary Load,AC Primary Load Served,Generic Medium Genset (size-your-own) Power Output,Generic Medium Genset (size-your-own) Operating Status,Generic Medium Genset (size-your-own) Fuel,Total Electrical Load Served,Renewable Penetration,Excess Electrical Production,Unmet Electrical Load,Total Renewable Power Output,Inverter Power Input,Inverter Power Output,Rectifier Power Input,Rectifier Power Output,Generic 1kWh Li-Ion Maximum Charge Power,Generic 1kWh Li-Ion Maximum Discharge Power,Generic 1kWh Li-Ion Charge Power,Generic 1kWh Li-Ion Discharge Power,Generic 1kWh Li-Ion Input Power,Generic 1kWh Li-Ion Energy Content,Generic 1kWh Li-Ion State of Charge,Generic 1kWh Li-Ion Energy Cost,AC Required Operating Capacity,DC Required Operating Capacity,AC Operating Capacity,DC Operating Capacity
1/1/2007 12:00:00 AM,0,0,6.329071,90,0,0,20.0251,20.0251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318.7582,0,0,0,420.0009,100,0,0,0,0,318.7582
1/1/2007 1:00:00 AM,0,0,-40.63449,90,0,0,20.0251,20.0251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318.7582,0,0,0,420.0009,100,0,0,0,0,318.7582
1/1/2007 2:00:00 AM,0,0,-59.18059,90,0,0,19.30066,19.30066,28.42784,28.42784,0,0,0,28.42784,0,0,3.552714E-15,0,29.92404,28.42784,0,0,0,318.7582,0,29.92404,-29.92404,388.4581,92.48985,0,31.27062,0,0,318.7582
1/1/2007 3:00:00 AM,0,0,-65.89561,90,0,0,18.63512,18.63512,52.29171,52.29171,0,0,0,52.29171,0,0,7.105427E-15,0,55.0439,52.29171,0,0,33.24894,288.8342,0,55.0439,-55.0439,330.4368,78.67526,0,57.52087,0,0,288.8342
1/1/2007 4:00:00 AM,0,0,-68.29882,90,0,0,17.9578,17.9578,52.81999,52.81999,0,0,0,52.81999,0,0,7.105427E-15,0,55.59999,52.81999,0,0,94.40882,233.7903,0,55.59999,-55.59999,271.8292,64.72112,0,58.10199,0,0,233.7903
1/1/2007 5:00:00 AM,0,0,-68.56945,90,0,0,17.34527,17.34527,48.2542,48.2542,0,0,0,48.2542,0,0,7.105427E-15,0,50.79389,48.2542,0,0,156.1866,178.1903,0,50.79389,-50.79389,218.2878,51.97317,0,53.07962,0,0,178.1903
1/1/2007 6:00:00 AM,0.0008882491,0,-67.38521,90,0,0,16.78575,16.78575,16.26252,16.26252,0,0,0,16.26252,0,0,3.552714E-15,0,17.11845,16.26252,0,0,212.6243,127.3964,0,17.11845,-17.11845,200.2433,47.67689,0,17.88878,0,0,127.3964
1/1/2007 7:00:00 AM,0.06397346,8.503396,-64.83955,77.75762,0.06572942,7.452858,18.08953,16.20266,17.45969,17.45969,0,0,0,17.45969,42.68608,0,0,7.452858,18.37863,17.45969,0,0,231.6447,110.278,0,10.92577,-10.92577,188.7266,44.93481,0,19.20566,5.962287,0,117.7308
1/1/2007 8:00:00 AM,0.1468058,21.68848,-60.63478,64.11838,0.1475045,16.45294,21.45626,17.20981,17.89183,17.89183,0,0,0,17.89183,91.9578,0,0,16.45294,18.83351,17.89183,0,0,243.7845,99.35219,0,2.380572,-2.380572,186.2172,44.33735,0,19.68102,13.16235,0,115.8051
1/1/2007 9:00:00 AM,0.2838784,34.18584,-54.00429,50.85844,0.2876509,31.03702,28.10542,19.77773,37.14302,37.14302,0,0,0,37.14302,83.56084,0,0,31.03702,39.09792,37.14302,0,0,246.4296,96.97161,0,8.060899,-8.060899,177.7203,42.31427,0,40.85732,24.82961,0,128.0086
1/1/2007 10:00:00 AM,0.07039502,45.37495,-43.45202,38.46822,0.07009917,7.704627,24.43359,22.41044,11.18036,11.18036,0,0,0,11.18036,68.91217,0,0,7.704627,11.7688,11.18036,0,0,255.3861,88.91071,0,4.06417,-4.06417,173.4363,41.29427,0,12.29839,6.163702,0,96.61534
1/1/2007 11:00:00 AM,0.05697239,53.98555,-26.68318,28.19816,0.05671744,6.176198,26.28804,24.64854,44.99193,44.99193,0,0,0,44.99193,13.72735,0,0,6.176198,47.35993,44.99193,0,0,259.9019,84.84654,0,41.18373,-41.18373,130.0248,30.95823,0,49.49112,4.940958,0,91.02274
1/1/2007 12:00:00 PM,0.3085695,57.85535,-2.905519,23.12783,0.3081189,31.96331,35.69902,26.72173,39.03371,39.03371,0,0,0,39.03371,81.88642,0,0,31.96331,41.08812,39.03371,0,0,305.6616,43.66282,0,9.124807,-9.124807,120.4064,28.66814,0,42.93708,25.57065,0,75.62613
