Time,Global Solar,Generic flat plate PV Solar Altitude,Generic flat plate PV Solar Azimuth,Generic flat plate PV Angle of Incidence,Generic flat plate PV Incident Solar,Generic flat plate PV Power Output,Generic flat plate PV Cell Temperature,Ambient Temperature,AC Primary Load,AC Primary Load Served,Generic Medium Genset (size-your-own) Power Output,Generic Medium Genset (size-your-own) Operating Status,Generic Medium Genset (size-your-own) Fuel,Total Electrical Load Served,Renewable Penetration,Excess Electrical Production,Unmet Electrical Load,Total Renewable Power Output,Inverter Power Input,Inverter Power Output,Rectifier Power Input,Rectifier Power Output,Generic 1kWh Li-Ion Maximum Charge Power,Generic 1kWh Li-Ion Maximum Discharge Power,Generic 1kWh Li-Ion Charge Power,Generic 1kWh Li-Ion Discharge Power,Generic 1kWh Li-Ion Input Power,Generic 1kWh Li-Ion Energy Content,Generic 1kWh Li-Ion State of Charge,Generic 1kWh Li-Ion Energy Cost,AC Required Operating Capacity,DC Required Operating Capacity,AC Operating Capacity,DC Operating Capacity
1/1/2007 12:00:00 AM,0,0,6.329071,90,0,0,25.69258,25.69258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318.7582,0,0,0,420.0009,100,0,0,0,0,318.7582
1/1/2007 1:00:00 AM,0,0,-40.63449,90,0,0,25.69258,25.69258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318.7582,0,0,0,420.0009,100,0,0,0,0,318.7582
1/1/2007 2:00:00 AM,0,0,-59.18059,90,0,0,24.76311,24.76311,28.42784,28.42784,0,0,0,28.42784,0,0,3.552714E-15,0,29.92404,28.42784,0,0,0,318.7582,0,29.92404,-29.92404,388.4581,92.48985,0,31.27062,0,0,318.7582
1/1/2007 3:00:00 AM,0,0,-65.89561,90,0,0,23.90921,23.90921,52.29171,52.29171,0,0,0,52.29171,0,0,7.105427E-15,0,55.0439,52.29171,0,0,33.24894,288.8342,0,55.0439,-55.0439,330.4368,78.67526,0,57.52087,0,0,288.8342
1/1/2007 4:00:00 AM,0,0,-68.29882,90,0,0,23.0402,23.0402,52.81999,52.81999,0,0,0,52.81999,0,0,7.105427E-15,0,55.59999,52.81999,0,0,94.40882,233.7903,0,55.59999,-55.59999,271.8292,64.72112,0,58.10199,0,0,233.7903
1/1/2007 5:00:00 AM,0,0,-68.56945,90,0,0,22.25431,22.25431,48.2542,48.2542,0,0,0,48.2542,0,0,7.105427E-15,0,50.79389,48.2542,0,0,156.1866,178.1903,0,50.79389,-50.79389,218.2878,51.97317,0,53.07962,0,0,178.1903
1/1/2007 6:00:00 AM,0.0008882491,0,-67.38521,90,0,0,21.53643,21.53643,16.26252,16.26252,0,0,0,16.26252,0,0,3.552714E-15,0,17.11845,16.26252,0,0,212.6243,127.3964,0,17.11845,-17.11845,200.2433,47.67689,0,17.88878,0,0,127.3964
1/1/2007 7:00:00 AM,0.06397346,8.503396,-64.83955,77.75762,0.06572942,7.287419,22.68254,20.78832,17.45969,17.45969,0,0,0,17.45969,41.73853,0,3.552714E-15,7.287419,18.37863,17.45969,0,0,231.6447,110.278,0,11.09121,-11.09121,188.5522,44.89329,0,19.20566,5.829936,0,117.5654
1/1/2007 8:00:00 AM,0.1468058,21.68848,-60.63478,64.11838,0.1475045,16.05781,26.34453,22.08051,17.89183,17.89183,0,0,0,17.89183,89.74936,0,0,16.05781,18.83351,17.89183,0,0,243.9683,99.18674,0,2.775703,-2.775703,185.6263,44.19666,0,19.68102,12.84625,0,115.2446
1/1/2007 9:00:00 AM,0.2838784,34.18584,-54.00429,50.85844,0.2876509,30.14845,33.74242,25.3752,37.14302,37.14302,0,0,0,37.14302,81.16853,0,0,30.14845,39.09792,37.14302,0,0,247.0524,96.41104,0,8.949473,-8.949473,176.1928,41.95057,0,40.85732,24.11876,0,126.5595
1/1/2007 10:00:00 AM,0.07039502,45.37495,-43.45202,38.46822,0.07009917,7.460564,30.78702,28.75302,11.18036,11.18036,0,0,0,11.18036,66.72921,0,0,7.460564,11.7688,11.18036,0,0,256.9963,87.46157,0,4.308233,-4.308233,171.6515,40.86932,0,12.29839,5.968451,0,94.92213
1/1/2007 11:00:00 AM,0.05697239,53.98555,-26.68318,28.19816,0.05671744,5.959075,33.2737,31.62454,44.99193,44.99193,0,0,0,44.99193,13.24477,0,7.105427E-15,5.959075,47.35993,44.99193,0,0,261.7832,83.15334,0,41.40085,-41.40085,128.0112,30.47878,0,49.49112,4.76726,0,89.11241
1/1/2007 12:00:00 PM,0.3085695,57.85535,-2.905519,23.12783,0.3081189,30.67669,43.319,34.28448,39.03371,39.03371,0,0,0,39.03371,78.59023,0,0,30.67669,41.08812,39.03371,0,0,307.7841,41.75249,0,10.41144,-10.41144,117.0365,27.86579,0,42.93708,24.54135,0,72.42917
