Time,Global Solar,Generic flat plate PV Solar Altitude,Generic flat plate PV Solar Azimuth,Generic flat plate PV Angle of Incidence,Generic flat plate PV Incident Solar,Generic flat plate PV Power Output,Generic flat plate PV Cell Temperature,Ambient Temperature,AC Primary Load,AC Primary Load Served,Generic Medium Genset (size-your-own) Power Output,Generic Medium Genset (size-your-own) Operating Status,Generic Medium Genset (size-your-own) Fuel,Total Electrical Load Served,Renewable Penetration,Excess Electrical Production,Unmet Electrical Load,Total Renewable Power Output,Inverter Power Input,Inverter Power Output,Rectifier Power Input,Rectifier Power Output,Generic 1kWh Li-Ion Maximum Charge Power,Generic 1kWh Li-Ion Maximum Discharge Power,Generic 1kWh Li-Ion Charge Power,Generic 1kWh Li-Ion Discharge Power,Generic 1kWh Li-Ion Input Power,Generic 1kWh Li-Ion Energy Content,Generic 1kWh Li-Ion State of Charge,Generic 1kWh Li-Ion Energy Cost,AC Required Operating Capacity,DC Required Operating Capacity,AC Operating Capacity,DC Operating Capacity
1/1/2007 12:00:00 AM,0,0,6.329071,90,0,0,27.39283,27.39283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.59898,0,0,0,39.00008,100,0,0,0,0,29.59898
1/1/2007 1:00:00 AM,0,0,-40.63449,90,0,0,27.39283,27.39283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.59898,0,0,0,39.00008,100,0,0,0,0,29.59898
1/1/2007 2:00:00 AM,0,0,-59.18059,90,0,0,26.40185,26.40185,1.33589,1.33589,0,0,0,1.33589,0,0,2.220446E-16,0,1.4062,1.33589,0,0,0,29.59898,0,1.4062,-1.4062,37.51781,96.19933,0,1.469479,0,0,29.59898
1/1/2007 3:00:00 AM,0,0,-65.89561,90,0,0,25.49144,25.49144,2.457308,2.457308,0,0,0,2.457308,0,0,0,0,2.58664,2.457308,0,0,1.562444,28.19278,0,2.58664,-2.58664,34.79126,89.20817,0,2.703039,0,0,28.19278
1/1/2007 4:00:00 AM,0,0,-68.29882,90,0,0,24.56492,24.56492,2.482134,2.482134,0,0,0,2.482134,0,0,0,0,2.612772,2.482134,0,0,4.436489,25.60614,0,2.612772,-2.612772,32.03715,82.14638,0,2.730347,0,0,25.60614
1/1/2007 5:00:00 AM,0,0,-68.56945,90,0,0,23.72702,23.72702,2.267576,2.267576,0,0,0,2.267576,0,0,0,0,2.386923,2.267576,0,0,7.339569,22.99337,0,2.386923,-2.386923,29.52111,75.69501,0,2.494334,0,0,22.99337
1/1/2007 6:00:00 AM,0.0008882491,0,-67.38521,90,0,0,22.96163,22.96163,0.7642136,0.7642136,0,0,0,0.7642136,0,0,1.110223E-16,0,0.8044354,0.7642136,0,0,9.991705,20.60644,0,0.8044354,-0.8044354,28.67316,73.52079,0,0.840635,0,0,20.60644
1/1/2007 7:00:00 AM,0.06397346,8.503396,-64.83955,77.75762,0.06572942,0.750194,24.06045,22.16402,2.100509,2.100509,0,0,0,2.100509,35.71487,0,0,0.750194,2.211062,2.100509,0,0,10.88552,19.80201,0,1.460868,-1.460868,27.13327,69.57236,0,2.31056,0.6001552,0,20.5522
1/1/2007 8:00:00 AM,0.1468058,21.68848,-60.63478,64.11838,0.1475045,1.652099,27.81101,23.54172,2.152498,2.152498,0,0,0,2.152498,76.75265,0,0,1.652099,2.265788,2.152498,0,0,12.50871,18.34114,0,0.6136882,-0.6136882,26.48639,67.91369,0,2.367748,1.321679,0,19.99324
1/1/2007 9:00:00 AM,0.2838784,34.18584,-54.00429,50.85844,0.2876509,3.097245,35.43352,27.05444,4.468535,4.468535,0,0,0,4.468535,69.31232,0,0,3.097245,4.703721,4.468535,0,0,13.19059,17.72745,0,1.606476,-1.606476,24.79302,63.57171,0,4.915388,2.477796,0,20.8247
1/1/2007 10:00:00 AM,0.07039502,45.37495,-43.45202,38.46822,0.07009917,0.7656956,32.69305,30.65579,1.345066,1.345066,0,0,0,1.345066,56.92625,0,2.220446E-16,0.7656956,1.415859,1.345066,0,0,14.97556,16.12098,0,0.6501633,-0.6501633,24.10768,61.81445,0,1.479573,0.6125565,0,16.88667
1/1/2007 11:00:00 AM,0.05697239,53.98555,-26.68318,28.19816,0.05671744,0.6109046,35.3694,33.71735,5.412807,5.412807,0,0,0,5.412807,11.28628,0,8.881784E-16,0.6109046,5.697691,5.412807,0,0,15.69796,15.47081,0,5.086787,-5.086787,18.74574,48.0659,0,5.954088,0.4887237,0,16.08172
1/1/2007 12:00:00 PM,0.3085695,57.85535,-2.905519,23.12783,0.3081189,3.13962,45.60499,36.55331,4.695997,4.695997,0,0,0,4.695997,66.85737,0,0,3.13962,4.943154,4.695997,0,0,21.34995,10.38403,0,1.803535,-1.803535,16.84465,43.19132,0,5.165596,2.511696,0,13.52365
1/1/2007 1:00:00 PM,0.2728486,55.35163,21.88712,26.4557,0.2722346,2.748117,47.27702,39.26842,3.565323,3.565323,0,0,0,3.565323,77.07905,0,0,2.748117,3.752971,3.565323,0,0,23.35387,8.580491,0,1.004854,-1.004854,15.78544,40.4754,0,3.921855,2.198493,0,11.32861
1/1/2007 2:00:00 PM,0.1157476,47.5915,40.32253,35.91159,0.1153119,1.18319,44.35241,40.96839,2.16586,2.16586,0,0,0,2.16586,54.62911,0,0,1.18319,2.279853,2.16586,0,0,24.47038,7.575637,0,1.096663,-1.096663,14.62945,37.51134,0,2.382446,0.946552,0,8.758827
1/1/2007 3:00:00 PM,0.06560741,36.83756,52.05293,47.98082,0.06534529,0.6732495,43.60998,41.69349,0,0,0,0,0,0,0,0,0,0.6732495,0,0,0,0,25.68889,6.478974,0.6732495,0,0.6732495,15.26815,39.14904,0,0,0.5385996,0,7.152224
1/1/2007 4:00:00 PM,0.1289536,24.56311,59.3996,61.10369,0.1288548,1.308763,46.18164,42.39442,2.895732,2.895732,0,0,0,2.895732,45.19626,0,0,1.308763,3.048139,2.895732,0,0,25.01564,7.084898,0,1.739376,-1.739376,13.43469,34.44786,0,3.185305,1.04701,0,8.393661
1/1/2007 5:00:00 PM,0.06745297,11.49752,64.06036,74.68362,0.0677819,0.6983266,43.617,41.62904,0,0,0,0,0,0,0,0,0,0.6983266,0,0,0,0,26.94828,5.345522,0.6983266,0,0.6983266,14.09718,36.14655,0,0,0.5586613,0,6.043849
1/1/2007 6:00:00 PM,0.009087816,0,66.93783,90,0,0,39.20397,39.20397,3.031366,3.031366,0,0,0,3.031366,0,0,0,0,3.190912,3.031366,0,0,26.24996,5.974016,0,3.190912,-3.190912,10.73367,27.52217,0,3.334502,0,0,5.974016
1/1/2007 7:00:00 PM,0,0,68.42065,90,0,0,36.91586,36.91586,4.192241,4.192241,3,0,1.095,4.192241,0,0,0,0,1.25499,1.192241,0,0,29.79541,2.783105,0,1.25499,-1.25499,9.410789,24.13018,0,4.611465,0,12,2.783105
1/1/2007 8:00:00 PM,0,0,68.50754,90,0,0,35.07893,35.07893,5.847816,5.847816,12,0,3.372,5.847816,0,0,0,0,0,0,6.152184,5.844574,31.18985,1.528115,5.844574,0,5.844574,14.95544,38.34721,0.2396634,6.432598,0,12,1.528115
1/1/2007 9:00:00 PM,0,0,66.69133,90,0,0,33.29034,33.29034,6.911799,6.911799,12,0,3.372,6.911799,0,0,0,0,0,0,5.088201,4.833791,25.34527,6.788232,4.833791,0,4.833791,19.54118,50.10548,0.2622251,7.602979,0,12,6.788232
1/1/2007 10:00:00 PM,0,0,61.29293,90,0,0,31.45341,31.45341,0.1083797,0.1083797,8.90838,0,2.58982,0.1083797,0,1.776357E-15,0,0,0,0,8.8,8.36,20.51148,11.13864,8.36,0,8.36,27.47217,70.44131,0.2361941,0.1192177,0,12,11.13864
1/1/2007 11:00:00 PM,0,0,46.66078,90,0,0,29.84207,29.84207,0.4495324,0.4495324,9.249533,0,2.676132,0.4495324,0,0,0,0,0,0,8.8,8.36,12.15148,18.66264,8.36,0,8.36,35.40316,90.77715,0.2286248,0.4944856,0,12,18.66264
1/2/2007 12:00:00 AM,0,0,6.788207,90,0,0,28.61745,28.61745,1.374827,1.374827,0,0,0,1.374827,0,0,2.220446E-16,0,1.447187,1.374827,0,0,3.791483,26.18664,0,1.447187,-1.447187,33.87769,86.86571,0.2286248,1.51231,0,0,26.18664
1/2/2007 1:00:00 AM,0,0,-40.56551,90,0,0,27.39283,27.39283,0.5669038,0.5669038,0,0,0,0.5669038,0,0,0,0,0.5967408,0.5669038,0,0,5.399468,24.73946,0,0.5967408,-0.5967408,33.24867,85.25284,0.2286248,0.6235942,0,0,24.73946
1/2/2007 2:00:00 AM,0,0,-59.2364,90,0,0,26.37768,26.37768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.062514,24.14272,0,0,0,33.24867,85.25284,0.2286248,0,0,0,24.14272
1/2/2007 3:00:00 AM,0,0,-65.97112,90,0,0,25.46727,25.46727,1.9989,1.9989,0,0,0,1.9989,0,0,4.440892E-16,0,2.104105,1.9989,0,0,6.062514,24.14272,0,2.104105,-2.104105,31.03075,79.56587,0.2286248,2.19879,0,0,24.14272
1/2/2007 4:00:00 AM,0,0,-68.37815,90,0,0,24.54075,24.54075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.400408,22.03861,0,0,0,31.03075,79.56587,0.2286248,0,0,0,22.03861
1/2/2007 5:00:00 AM,0,0,-68.6517,90,0,0,23.72702,23.72702,0.3252783,0.3252783,0,0,0,0.3252783,0,0,5.551115E-17,0,0.3423983,0.3252783,0,0,8.400408,22.03861,0,0.3423983,-0.3423983,30.66983,78.64043,0.2286248,0.3578062,0,0,22.03861
1/2/2007 6:00:00 AM,0.00108274,0,-67.47298,90,0,0,22.94552,22.94552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.78085,21.69621,0,0,0,30.66983,78.64043,0.2286248,0,0,0,21.69621
1/2/2007 7:00:00 AM,0.0894334,8.420039,-64.93723,77.85415,0.1004246,1.14055,25.04778,22.14791,1.373054,1.373054,0,0,0,1.373054,83.06669,0,0,1.14055,1.44532,1.373054,0,0,8.78085,21.69621,0,0.3047695,-0.3047695,30.34858,77.8167,0.2286248,1.510359,0.9124404,0,22.83676
1/2/2007 8:00:00 AM,0.2576896,21.61751,-60.74889,64.20465,0.2779514,3.053519,31.58803,23.51755,0.9090994,0.9090994,0,0,0,0.9090994,335.8839,0,0,3.053519,0.9569467,0.9090994,0,0,9.119483,21.39144,2.096572,0,2.096572,32.33756,82.91665,0.2130957,1.000009,2.442815,0,24.44496
1/2/2007 9:00:00 AM,0.4718998,34.13238,-54.14432,50.93016,0.5125259,5.326166,42.04237,27.03027,1.071948,1.071948,0,0,0,1.071948,496.868,0,0,5.326166,1.128366,1.071948,0,0,7.022912,23.27836,4.197799,0,4.197799,36.31994,93.12787,0.1875845,1.179143,4.260932,0,28.60452
1/2/2007 10:00:00 AM,0.7602223,45.34824,-43.62961,38.51621,0.8317832,8.020053,55.24649,30.61551,0,0,0,0,0,0,0,5.194941,0,8.020053,0,0,0,0,2.825112,27.05638,2.825112,0,2.825112,39.00008,100,0.1735978,0,6.416042,0,35.07643
1/2/2007 11:00:00 AM,0.9687649,54.00035,-26.89878,28.20251,1.052093,9.556887,65.07594,33.66901,0,0,0,0,0,0,0,9.556887,0,9.556887,0,0,0,0,0,29.59898,0,0,0,39.00008,100,0.1735978,0,7.645509,0,39.15586
